scenario,time_s,veh,latency_ms,loss_rate,speed_mps,dist_to_stop_m,TTC_s,fresh,canStop,safeGap,permit,red,ped,mode,hard_brake,conflict,viol_conflict_brake
baseline,174.0,veh_06,50,0.01,6.6205394926375485,15.135768653489375,2.386736227860057,1,1,1,1,0,0,CRUISE,0,0,0
baseline,174.5,veh_06,50,0.01,11.855040963796966,15.537720953758702,3.543278773914538,0,1,1,0,0,0,ESTOP,0,0,0
baseline,175.0,veh_06,50,0.01,7.3889219966162125,12.845883509194696,8.11556375400529,1,1,1,0,0,0,YIELD,0,0,0
baseline,175.5,veh_06,50,0.01,18.552691805264708,13.623361521343758,4.700896262550795,1,0,1,0,1,0,ESTOP,0,0,0
baseline,176.0,veh_06,50,0.01,9.102996258458308,10.154053460923503,6.452947901974907,1,1,1,0,0,0,YIELD,0,0,0
baseline,176.5,veh_06,50,0.01,11.514405703926808,9.710100053078797,2.9590870167808148,1,0,1,0,0,0,ESTOP,0,0,0
baseline,177.0,veh_06,50,0.01,12.77460820410341,6.023175247985189,3.329274582540801,1,0,1,1,0,0,ESTOP,0,0,0
baseline,177.5,veh_06,50,0.01,11.13402551796231,7.1396693086778775,3.6217935210258836,1,0,1,0,1,0,ESTOP,0,0,0
baseline,178.0,veh_06,50,0.01,11.129908795601422,6.632128741042745,7.70949989015213,1,0,1,1,0,0,ESTOP,0,0,0
baseline,178.5,veh_06,50,0.01,13.265481858482632,5.692786140525472,3.6808899729016,1,0,1,1,0,0,ESTOP,0,0,0
baseline,179.0,veh_06,50,0.01,16.578647876388835,4.6060802587063066,2.764848857564899,1,0,1,1,0,0,ESTOP,0,0,0
baseline,179.5,veh_06,50,0.01,14.302527245451893,0.4375619979906158,5.951359680320779,1,0,1,1,1,0,ESTOP,0,0,0
baseline,180.0,veh_06,50,0.01,16.43554163572063,0.30148025930288574,4.088206518604402,1,0,1,1,0,0,ESTOP,0,0,0
baseline,0.0,veh_07,50,0.01,9.832209655795566,0.053560294112724005,4.906037270424329,1,0,1,1,1,0,ESTOP,0,0,0
baseline,0.5,veh_07,50,0.01,13.322459396717147,0.30792346683091854,3.9513360071596195,0,0,1,0,1,0,ESTOP,0,0,0
baseline,1.0,veh_07,50,0.01,10.055602698336667,2.4771524638053717,6.3700281434858,1,0,1,1,0,0,ESTOP,0,0,0
baseline,1.5,veh_07,50,0.01,6.265073367242871,4.177763664065013,3.1838780334736283,1,0,1,1,0,0,ESTOP,0,0,0
baseline,2.0,veh_07,50,0.01,11.338312396773032,7.2259089164792085,1.904526108483414,1,0,0,1,0,0,ESTOP,0,1,1
baseline,2.5,veh_07,50,0.01,7.930364843140383,7.1030219716800875,5.206552794906905,0,0,1,1,0,0,ESTOP,0,0,0
baseline,3.0,veh_07,50,0.01,12.612959651964958,8.598782972261997,3.8561930406062044,1,0,1,1,0,0,ESTOP,0,0,0
baseline,3.5,veh_07,50,0.01,8.438609003150027,9.07759284887958,3.1281412044607837,1,1,1,1,0,0,CRUISE,0,0,0
baseline,4.0,veh_07,50,0.01,10.535961590483742,9.813542744018086,4.115006808422077,1,0,1,1,0,0,ESTOP,0,0,0
baseline,4.5,veh_07,50,0.01,12.54776341264301,12.924080127384096,1.6234248599999863,1,0,0,1,0,0,ESTOP,0,1,1
baseline,5.0,veh_07,50,0.01,11.362623824897192,12.920681552482986,1.3778987921293213,1,1,0,1,0,0,BRAKE,1,1,0
baseline,5.5,veh_07,50,0.01,12.751290849003135,16.17952775505423,4.138845330433417,1,1,1,1,0,0,CRUISE,0,0,0
baseline,6.0,veh_07,50,0.01,14.040861497153271,15.279332015819548,4.65154373475935,0,0,1,0,0,0,ESTOP,0,0,0
baseline,6.5,veh_07,50,0.01,8.526198900806081,14.962344096278857,6.090787709454023,1,1,1,1,1,0,YIELD,0,0,0
baseline,7.0,veh_07,50,0.01,11.806807378125876,18.648710025625345,5.329958081670608,1,1,1,0,0,0,YIELD,0,0,0
baseline,7.5,veh_07,50,0.01,2.011488607475613,17.32073742195773,4.953046691757107,1,1,1,1,1,0,YIELD,0,0,0
baseline,8.0,veh_07,50,0.01,12.741999905047571,19.338838541328823,5.90565003349716,1,1,1,1,0,0,CRUISE,0,0,0
baseline,8.5,veh_07,50,0.01,11.097557608875473,20.940507851534367,4.734842659614466,1,1,1,1,0,0,CRUISE,0,0,0
baseline,9.0,veh_07,50,0.01,9.049650709566086,23.657459329462647,3.4836976035024936,1,1,1,0,0,0,YIELD,0,0,0
baseline,9.5,veh_07,50,0.01,12.947158266889572,23.83488171861087,5.368579860463413,1,1,1,1,1,0,YIELD,0,0,0
baseline,10.0,veh_07,50,0.01,15.518092731555203,23.11458372524102,5.3134073962328765,0,1,1,1,0,0,ESTOP,0,0,0
baseline,10.5,veh_07,50,0.01,10.57194675720317,26.59232764090113,3.988276124364132,1,1,1,0,0,0,YIELD,0,0,0
baseline,11.0,veh_07,50,0.01,9.16555652927484,26.877696700458,2.2002907389266646,1,1,1,0,0,0,YIELD,0,0,0
baseline,11.5,veh_07,50,0.01,12.495075787316136,30.007649886110066,1.3223958112803014,1,1,0,1,0,0,CRUISE,0,0,0
baseline,12.0,veh_07,50,0.01,7.993180000060918,29.387511859184592,5.263596551661177,1,1,1,0,0,0,YIELD,0,0,0
baseline,12.5,veh_07,50,0.01,10.018855888393382,31.273972034193378,4.718011551379784,1,1,1,1,0,0,CRUISE,0,0,0
baseline,13.0,veh_07,50,0.01,15.667206484951507,30.341493521810055,4.928648246517857,1,1,1,1,0,0,CRUISE,0,0,0
baseline,13.5,veh_07,50,0.01,12.186537689436863,33.51629667463579,5.319608011329828,0,1,1,1,0,0,ESTOP,0,0,0
baseline,14.0,veh_07,50,0.01,6.361599108161501,34.3403515598776,2.6514653294128574,1,1,1,1,0,0,CRUISE,0,0,0
baseline,14.5,veh_07,50,0.01,6.609025058161797,36.03405561885293,1.1849573373085969,1,1,0,1,0,0,CRUISE,0,0,0
baseline,15.0,veh_07,50,0.01,12.486257077940326,33.49062562620418,4.773782992037995,1,1,1,1,0,0,CRUISE,0,0,0
baseline,15.5,veh_07,50,0.01,14.587171727753063,36.05872134108419,5.796612904940757,1,1,1,1,0,0,CRUISE,0,0,0
baseline,16.0,veh_07,50,0.01,7.14713562412155,37.873862884828235,4.527789144169863,1,1,1,1,1,0,YIELD,0,0,0
baseline,16.5,veh_07,50,0.01,13.349137822489526,36.40095388032241,1.7704700471401402,0,1,0,0,0,0,ESTOP,0,0,0
baseline,17.0,veh_07,50,0.01,15.991030522469156,38.49971434144419,4.361034733440817,1,1,1,1,0,0,CRUISE,0,0,0
baseline,17.5,veh_07,50,0.01,17.663576963875915,41.436253426826546,2.3128802037034317,1,1,1,0,0,0,YIELD,0,0,0
baseline,18.0,veh_07,50,0.01,12.993668279579628,40.194587682311884,1.6863756941669967,1,1,0,0,0,0,YIELD,0,0,0
baseline,18.5,veh_07,50,0.01,13.520407783657422,43.14792856502331,3.9884982969278977,1,1,1,0,0,0,YIELD,0,0,0
baseline,19.0,veh_07,50,0.01,5.6004467171155685,40.160884641590485,4.243747765373633,1,1,1,0,0,0,YIELD,0,0,0
baseline,19.5,veh_07,50,0.01,18.299257643987968,43.50332732226818,3.852066843498764,1,1,1,1,1,0,YIELD,0,0,0
baseline,20.0,veh_07,50,0.01,10.273529360711636,43.625335134215,4.657204858212186,1,1,1,1,0,0,CRUISE,0,0,0
baseline,20.5,veh_07,50,0.01,9.199586524724875,43.943014341626764,2.814101168303096,1,1,1,1,1,0,YIELD,0,0,0
baseline,21.0,veh_07,50,0.01,11.234381596681127,46.433715815358426,4.128521667460907,1,1,1,1,0,0,CRUISE,0,0,0
baseline,21.5,veh_07,50,0.01,16.535020242556293,43.647865819457536,3.2719730338216433,1,1,1,1,0,0,CRUISE,0,0,0
baseline,22.0,veh_07,50,0.01,18.624138142630645,47.2612686888537,3.62246576384642,1,1,1,1,0,0,CRUISE,0,0,0
baseline,22.5,veh_07,50,0.01,12.376226038427534,46.95893827011077,4.40261886977936,1,1,1,0,1,0,YIELD,0,0,0
baseline,23.0,veh_07,50,0.01,14.994252517810965,45.71500561805862,5.589457330966531,1,1,1,0,0,0,YIELD,0,0,0
baseline,23.5,veh_07,50,0.01,12.129612146056513,48.73875113713809,4.4384440189209995,1,1,1,1,0,0,CRUISE,0,0,0
baseline,24.0,veh_07,50,0.01,8.886613580945447,47.27000548620173,4.93601369816923,0,1,1,1,1,0,ESTOP,0,0,0
baseline,24.5,veh_07,50,0.01,16.43023101236487,49.197896055701946,4.0153382113791185,0,1,1,1,1,0,ESTOP,0,0,0
baseline,25.0,veh_07,50,0.01,10.133617558930833,47.85163738264302,4.7314230509168596,0,1,1,0,0,0,ESTOP,0,0,0
baseline,25.5,veh_07,50,0.01,16.606592320115645,50.0222193296168,5.550695787271107,1,1,1,1,1,0,YIELD,0,0,0
baseline,26.0,veh_07,50,0.01,15.895623989307252,49.453896510470486,6.818781827609696,1,1,1,1,0,0,CRUISE,0,0,0
baseline,26.5,veh_07,50,0.01,13.842108791871624,47.72693191253264,5.8161632829021945,0,1,1,1,0,0,ESTOP,0,0,0
baseline,27.0,veh_07,50,0.01,17.486924268763058,49.983069683634994,3.9173728680743816,1,1,1,1,0,0,CRUISE,0,0,0
baseline,27.5,veh_07,50,0.01,18.697038099557215,48.337622119498,5.716999235913507,1,1,1,0,1,0,YIELD,0,0,0
baseline,28.0,veh_07,50,0.01,11.474269911107065,49.37378527999031,4.823562717021598,0,1,1,1,0,0,ESTOP,0,0,0
baseline,28.5,veh_07,50,0.01,9.573617644750707,48.52704902366453,3.08918433550633,1,1,1,1,0,0,CRUISE,0,0,0
baseline,29.0,veh_07,50,0.01,6.407190488230583,48.01954120039717,1.8442164549251316,1,1,0,0,0,0,YIELD,0,0,0
baseline,29.5,veh_07,50,0.01,18.734046766290767,48.830412406577715,2.3069554995896864,1,1,1,0,0,0,YIELD,0,0,0
baseline,30.0,veh_07,50,0.01,10.680953973244652,50.1454880948965,4.846452026712861,1,1,1,0,0,0,YIELD,0,0,0
baseline,30.5,veh_07,50,0.01,15.405110571305219,49.90911011988725,6.6276943256058996,1,1,1,1,1,0,YIELD,0,0,0
baseline,31.0,veh_07,50,0.01,9.77623389747155,49.937465119872954,5.2339230549604725,1,1,1,1,0,0,CRUISE,0,0,0
baseline,31.5,veh_07,50,0.01,16.614796922736105,48.8366142004428,5.79492660400723,1,1,1,1,0,0,CRUISE,0,0,0
baseline,32.0,veh_07,50,0.01,9.89964722455376,50.46673957087041,3.432709472339063,1,1,1,1,1,0,YIELD,0,0,0
baseline,32.5,veh_07,50,0.01,8.42484259914797,50.389296215971896,4.72132398090074,1,1,1,1,1,0,YIELD,0,0,0
baseline,33.0,veh_07,50,0.01,11.37448070713875,48.816288331995544,5.0472466326263365,1,1,1,1,1,0,YIELD,0,0,0
baseline,33.5,veh_07,50,0.01,10.404672897115088,50.68742573209443,3.5422565500855265,1,1,1,1,0,0,CRUISE,0,0,0
baseline,34.0,veh_07,50,0.01,13.788899356383638,49.48347290323248,5.025563725603741,1,1,1,0,0,0,YIELD,0,0,0
baseline,34.5,veh_07,50,0.01,11.845815218422429,49.470653120918364,4.682033427930454,1,1,1,1,1,0,YIELD,0,0,0
baseline,35.0,veh_07,50,0.01,13.883107183655763,47.40565098620918,5.042224214384641,1,1,1,0,0,0,YIELD,0,0,0
baseline,35.5,veh_07,50,0.01,11.126935580744117,45.94343328403202,2.454886176278368,0,1,1,1,0,0,ESTOP,0,0,0
baseline,36.0,veh_07,50,0.01,10.004677886943584,49.01432826316613,5.914148243226729,1,1,1,1,1,0,YIELD,0,0,0
baseline,36.5,veh_07,50,0.01,10.249318356311779,48.42177209292816,4.675964405085947,1,1,1,1,0,0,CRUISE,0,0,0
baseline,37.0,veh_07,50,0.01,18.13481639409308,45.17178887703142,3.8227954150914614,1,1,1,1,0,0,CRUISE,0,0,0
baseline,37.5,veh_07,50,0.01,12.675512796680808,45.69039716538956,3.8589816338486127,1,1,1,1,0,0,CRUISE,0,0,0
baseline,38.0,veh_07,50,0.01,6.048713371640867,46.32263011568437,3.9417605670158564,0,1,1,0,0,0,ESTOP,0,0,0
baseline,38.5,veh_07,50,0.01,10.439372959637756,45.737707646367944,2.756610056470943,0,1,1,1,0,0,ESTOP,0,0,0
baseline,39.0,veh_07,50,0.01,12.290598097427626,45.99172754865261,5.783740019267135,1,1,1,0,0,0,YIELD,0,0,0
baseline,39.5,veh_07,50,0.01,17.536199043751136,42.50192827963999,5.444663518065188,1,1,1,1,0,0,CRUISE,0,0,0
baseline,40.0,veh_07,50,0.01,15.086096147669698,43.02102918036241,5.545493098375232,1,1,1,0,0,0,YIELD,0,0,0
baseline,40.5,veh_07,50,0.01,9.234846490554254,41.020905889410315,6.2697875264803145,1,1,1,1,0,0,CRUISE,0,0,0
baseline,41.0,veh_07,50,0.01,19.255067260717354,41.49190939102572,1.284666420889577,1,1,0,0,0,0,YIELD,0,0,0
baseline,41.5,veh_07,50,0.01,11.906518905595567,39.26673921345161,1.5163982342530682,1,1,0,1,0,0,CRUISE,0,0,0
baseline,42.0,veh_07,50,0.01,15.738989433224834,42.043941979187885,4.943306881678755,1,1,1,1,0,0,CRUISE,0,0,0
baseline,42.5,veh_07,50,0.01,8.534974507800293,39.775843001876495,4.887437084926988,1,1,1,0,1,0,YIELD,0,0,0
baseline,43.0,veh_07,50,0.01,4.805510714247307,40.256507116057975,6.3307497134435184,1,1,1,1,1,0,YIELD,0,0,0
baseline,43.5,veh_07,50,0.01,7.774705528894918,36.25991708401501,5.623126295729549,1,1,1,1,1,0,YIELD,0,0,0
baseline,44.0,veh_07,50,0.01,2.2489995714128828,36.06707371576141,4.200976335914984,1,1,1,0,0,0,YIELD,0,0,0
baseline,44.5,veh_07,50,0.01,18.336267981758724,35.30623853149912,3.7835321013748535,1,1,1,1,1,0,YIELD,0,0,0
baseline,45.0,veh_07,50,0.01,12.643598756659248,34.902105037882535,5.505455317553673,0,1,1,1,0,0,ESTOP,0,0,0
baseline,45.5,veh_07,50,0.01,9.226067944655906,35.62919427427789,0.1,1,1,0,1,1,0,YIELD,0,0,0
baseline,46.0,veh_07,50,0.01,13.357872089940363,33.00276181286889,4.3620999494018635,1,1,1,0,0,0,YIELD,0,0,0
baseline,46.5,veh_07,50,0.01,12.568002108540497,31.291016535094492,5.418490994230876,0,1,1,1,1,0,ESTOP,0,0,0
baseline,47.0,veh_07,50,0.01,13.862800186841973,29.72598059384696,3.818489195135675,0,1,1,1,0,0,ESTOP,0,0,0
baseline,47.5,veh_07,50,0.01,15.628594203408806,28.756038443846787,3.426763206921516,1,1,1,1,0,0,CRUISE,0,0,0
baseline,48.0,veh_07,50,0.01,11.130236540924955,30.429451438467567,4.442265344729017,1,1,1,0,0,0,YIELD,0,0,0
baseline,48.5,veh_07,50,0.01,9.36048208169704,28.099523810388185,6.0241700238070255,1,1,1,0,0,0,YIELD,0,0,0
baseline,49.0,veh_07,50,0.01,14.483325643115753,28.13667623875142,4.6765654506188366,1,1,1,1,0,0,CRUISE,0,0,0
baseline,49.5,veh_07,50,0.01,14.406998333653398,26.854076722852234,2.9844650723789106,0,1,1,1,1,0,ESTOP,0,0,0
baseline,50.0,veh_07,50,0.01,12.302207424364035,23.54144984704105,5.825473058807876,1,1,1,1,1,0,YIELD,0,0,0
baseline,50.5,veh_07,50,0.01,18.53266256604232,22.4294897497495,6.117469755879338,1,0,1,1,1,0,ESTOP,0,0,0
baseline,51.0,veh_07,50,0.01,10.686533631415044,23.72089304871388,2.7890058956179002,1,1,1,1,0,0,CRUISE,0,0,0
baseline,51.5,veh_07,50,0.01,9.300426085094195,22.410628014356444,8.197848868046357,1,1,1,0,1,0,YIELD,0,0,0
baseline,52.0,veh_07,50,0.01,13.254274282519805,19.848955221287262,3.9990203891266876,1,1,1,1,1,0,YIELD,0,0,0
baseline,52.5,veh_07,50,0.01,9.975186429259505,17.443860671585856,5.422638656077256,1,1,1,1,0,0,CRUISE,0,0,0
baseline,53.0,veh_07,50,0.01,13.486549572434686,15.96678956405884,5.091193291798138,1,0,1,1,0,0,ESTOP,0,0,0
baseline,53.5,veh_07,50,0.01,9.50097523248168,15.842970759535536,2.9529975170343468,1,1,1,1,0,0,CRUISE,0,0,0
baseline,54.0,veh_07,50,0.01,10.799273151204343,13.487738813096286,3.3227109746174777,1,1,1,1,0,0,CRUISE,0,0,0
baseline,54.5,veh_07,50,0.01,17.672521260117495,13.121057719610965,4.101561715023928,1,0,1,1,0,0,ESTOP,0,0,0
baseline,55.0,veh_07,50,0.01,10.783237929756963,12.618955215971406,1.194908351971939,1,1,0,1,0,0,BRAKE,1,1,0
baseline,55.5,veh_07,50,0.01,9.603445367948112,10.157931254043094,5.231466342737375,1,1,1,1,1,0,YIELD,0,0,0
baseline,56.0,veh_07,50,0.01,15.512036366119501,8.812695572214173,1.1563807848811347,1,0,0,0,0,0,ESTOP,0,1,1
baseline,56.5,veh_07,50,0.01,8.846874149139918,10.697526017482332,4.0220010590283986,1,1,1,1,0,0,CRUISE,0,0,0
baseline,57.0,veh_07,50,0.01,9.921170309558796,8.163603368103105,2.9924295146838764,0,0,1,1,1,0,ESTOP,0,0,0
baseline,57.5,veh_07,50,0.01,13.729683361526984,8.264132358053725,4.868213664676834,1,0,1,1,0,0,ESTOP,0,0,0
baseline,58.0,veh_07,50,0.01,14.815234271619875,4.609727818525404,0.6937399218812219,0,0,0,0,0,0,ESTOP,0,1,1
baseline,58.5,veh_07,50,0.01,15.661429173243224,4.631534535708906,1.5067007564147397,1,0,0,0,1,0,ESTOP,0,1,1
baseline,59.0,veh_07,50,0.01,9.758334503338546,1.4355645106343742,3.1048625229710636,1,0,1,1,0,0,ESTOP,0,0,0
baseline,59.5,veh_07,50,0.01,13.788026018958359,1.7822086845134357,4.7782658844101675,1,0,1,1,0,0,ESTOP,0,0,0
baseline,60.0,veh_07,50,0.01,10.60167540136746,0.0,4.332397027205111,1,0,1,1,0,0,ESTOP,0,0,0
baseline,60.5,veh_07,50,0.01,10.183033099468103,0.0,5.575422990096646,0,0,1,1,0,0,ESTOP,0,0,0
baseline,61.0,veh_07,50,0.01,15.609638346876856,4.342925017785494,4.161849547401154,1,0,1,1,0,0,ESTOP,0,0,0
baseline,61.5,veh_07,50,0.01,10.351336812421241,4.142532291093078,0.9733872482284331,1,0,0,1,1,0,ESTOP,0,1,1
baseline,62.0,veh_07,50,0.01,12.83461378806294,6.93418581451081,2.3926315892234538,1,0,1,1,1,0,ESTOP,0,0,0
baseline,62.5,veh_07,50,0.01,12.466738407691917,5.861635705810855,3.66494449331969,1,0,1,1,1,0,ESTOP,0,0,0
baseline,63.0,veh_07,50,0.01,8.787736870984492,7.132867528658565,3.9707268408939025,1,0,1,1,1,0,ESTOP,0,0,0
baseline,63.5,veh_07,50,0.01,14.898278566068962,8.714396281699482,0.9178679613506722,1,0,0,1,0,0,ESTOP,0,1,1
baseline,64.0,veh_07,50,0.01,13.68084268103686,11.219748476720628,2.6646709869042366,1,0,1,1,0,0,ESTOP,0,0,0
baseline,64.5,veh_07,50,0.01,6.041128164388738,11.935502729539964,4.695034235527446,1,1,1,1,0,0,CRUISE,0,0,0
baseline,65.0,veh_07,50,0.01,12.83226333371203,14.642371883522493,4.26924004418687,1,0,1,1,0,0,ESTOP,0,0,0
baseline,65.5,veh_07,50,0.01,9.681079697500138,12.302530839725879,0.6204889785983356,1,1,0,1,0,0,BRAKE,1,1,0
baseline,66.0,veh_07,50,0.01,15.291225919237883,16.28363347063751,3.088838657075179,1,0,1,0,0,0,ESTOP,0,0,0
baseline,66.5,veh_07,50,0.01,7.663800489657726,16.011653719154747,1.3856680392744107,1,1,0,1,0,0,BRAKE,1,1,0
baseline,67.0,veh_07,50,0.01,10.930569094111368,16.639332084538847,0.7369278519412399,1,1,0,0,1,0,BRAKE,1,1,0
baseline,67.5,veh_07,50,0.01,13.086073652965396,19.17575410833488,3.539968545434835,1,1,1,1,0,0,CRUISE,0,0,0
baseline,68.0,veh_07,50,0.01,12.163020882425625,20.357087290509977,6.233417590174502,1,1,1,1,0,0,CRUISE,0,0,0
baseline,68.5,veh_07,50,0.01,14.288874770141915,20.07359895516846,4.055358007829521,1,1,1,1,0,0,CRUISE,0,0,0
baseline,69.0,veh_07,50,0.01,7.444734041972133,21.50710921150889,5.532099653322757,1,1,1,0,0,0,YIELD,0,0,0
baseline,69.5,veh_07,50,0.01,16.955743010602134,23.49059667258662,2.23496886766742,0,0,1,1,0,0,ESTOP,0,0,0
baseline,70.0,veh_07,50,0.01,13.575433976364813,24.635245649569246,4.424724243277629,1,1,1,1,1,0,YIELD,0,0,0
baseline,70.5,veh_07,50,0.01,16.079154639002688,25.395160794276173,2.944469851762004,1,1,1,1,1,0,YIELD,0,0,0
baseline,71.0,veh_07,50,0.01,14.622720507699725,25.826132356791256,2.8865804717368944,0,1,1,0,0,0,ESTOP,0,0,0
baseline,71.5,veh_07,50,0.01,11.965169656634869,26.337806562645543,5.11688440466075,0,1,1,0,0,0,ESTOP,0,0,0
baseline,72.0,veh_07,50,0.01,8.147405367266519,31.27020286433573,3.819329506958252,1,1,1,1,0,0,CRUISE,0,0,0
baseline,72.5,veh_07,50,0.01,10.309340456253898,32.21206836925172,1.921698703316257,1,1,0,1,0,0,CRUISE,0,0,0
baseline,73.0,veh_07,50,0.01,16.768689998587732,31.400621069196397,4.147044373665503,1,1,1,1,0,0,CRUISE,0,0,0
baseline,73.5,veh_07,50,0.01,16.15631334496915,34.4526094296092,2.9257472252899355,1,1,1,0,0,0,YIELD,0,0,0
baseline,74.0,veh_07,50,0.01,10.14120005968893,34.151147641071866,1.8335046498659238,1,1,0,1,0,0,CRUISE,0,0,0
baseline,74.5,veh_07,50,0.01,3.545087141393463,32.69315893511786,2.5069756234807654,1,1,1,0,1,0,YIELD,0,0,0
baseline,75.0,veh_07,50,0.01,11.361930797084643,33.82621185565788,7.068839943284548,1,1,1,1,1,0,YIELD,0,0,0
baseline,75.5,veh_07,50,0.01,11.13689133561265,37.93316192609292,5.818576679334628,1,1,1,1,0,0,CRUISE,0,0,0
baseline,76.0,veh_07,50,0.01,11.25068216387885,37.67745008246822,0.9781936127714568,1,1,0,0,0,0,YIELD,0,0,0
baseline,76.5,veh_07,50,0.01,13.585617605494205,39.39303278663094,3.7174512300705174,1,1,1,1,0,0,CRUISE,0,0,0
baseline,77.0,veh_07,50,0.01,14.62863773796499,40.450376671383914,3.826775655412553,0,1,1,0,0,0,ESTOP,0,0,0
baseline,77.5,veh_07,50,0.01,14.970898641298572,39.459435059691295,3.60094412328438,1,1,1,1,0,0,CRUISE,0,0,0
baseline,78.0,veh_07,50,0.01,13.337127420406102,38.64495352505414,3.00416574158025,1,1,1,0,0,0,YIELD,0,0,0
baseline,78.5,veh_07,50,0.01,6.597687894232092,39.959430826690074,5.120600978460747,0,1,1,1,0,0,ESTOP,0,0,0
baseline,79.0,veh_07,50,0.01,10.976400801920112,40.19981618648093,5.414043501248911,0,1,1,1,0,0,ESTOP,0,0,0
baseline,79.5,veh_07,50,0.01,18.91226935064757,41.38696760049862,5.573501051598101,1,1,1,1,1,0,YIELD,0,0,0
baseline,80.0,veh_07,50,0.01,13.122650204407435,42.94340189504542,4.495162015172728,0,1,1,1,0,0,ESTOP,0,0,0
baseline,80.5,veh_07,50,0.01,13.103458705331596,42.413642875158196,4.9129845079512,1,1,1,1,1,0,YIELD,0,0,0
baseline,81.0,veh_07,50,0.01,13.078457819321574,43.21725920063975,3.483269852568881,1,1,1,0,0,0,YIELD,0,0,0
baseline,81.5,veh_07,50,0.01,13.246138867517969,44.91255134577974,1.6353412097183662,1,1,0,1,0,0,CRUISE,0,0,0
baseline,82.0,veh_07,50,0.01,4.850663456742231,45.03795668368398,1.5958736687516621,1,1,0,1,0,0,CRUISE,0,0,0
baseline,82.5,veh_07,50,0.01,11.281427049266794,46.06460912231648,2.722460763368127,1,1,1,0,0,0,YIELD,0,0,0
baseline,83.0,veh_07,50,0.01,11.886321504615932,46.39570943589632,0.6991407506624023,1,1,0,1,0,0,CRUISE,0,0,0
baseline,83.5,veh_07,50,0.01,15.844486197760236,47.70998665852845,2.0752764318749644,1,1,1,1,0,0,CRUISE,0,0,0
baseline,84.0,veh_07,50,0.01,12.143018683866888,49.301584010261095,2.3051934752009995,1,1,1,1,0,0,CRUISE,0,0,0
baseline,84.5,veh_07,50,0.01,7.060465840194176,46.37244409718663,3.432410960959297,1,1,1,0,0,0,YIELD,0,0,0
baseline,85.0,veh_07,50,0.01,13.290267468515257,46.693331911690194,5.29617158807496,1,1,1,1,1,0,YIELD,0,0,0
baseline,85.5,veh_07,50,0.01,9.588526055271764,50.02972046424743,4.501492380300286,1,1,1,1,0,0,CRUISE,0,0,0
baseline,86.0,veh_07,50,0.01,8.349643076755747,48.93296685530012,2.704710905432991,1,1,1,0,0,0,YIELD,0,0,0
baseline,86.5,veh_07,50,0.01,9.497522859850257,50.228365472471495,4.0695753368748155,1,1,1,0,0,0,YIELD,0,0,0
baseline,87.0,veh_07,50,0.01,13.627512688993546,48.246104644186,2.0070346386591096,1,1,1,1,0,0,CRUISE,0,0,0
baseline,87.5,veh_07,50,0.01,15.776283719280205,50.88769336136072,2.7047168004779305,1,1,1,1,0,0,CRUISE,0,0,0
baseline,88.0,veh_07,50,0.01,13.44878983553276,51.42148126518444,1.5142354595476486,1,1,0,0,0,0,YIELD,0,0,0
baseline,88.5,veh_07,50,0.01,13.896069670851064,50.38779874884234,4.6432574467079215,0,1,1,1,0,0,ESTOP,0,0,0
baseline,89.0,veh_07,50,0.01,13.419135818514004,48.3549928236239,3.57578910233181,0,1,1,0,1,0,ESTOP,0,0,0
baseline,89.5,veh_07,50,0.01,12.303981530581405,51.56404550540323,3.763416332395149,0,1,1,1,1,0,ESTOP,0,0,0
baseline,90.0,veh_07,50,0.01,14.090791904888274,51.169950909480285,5.208905686730276,1,1,1,1,0,0,CRUISE,0,0,0
baseline,90.5,veh_07,50,0.01,4.743673598791738,50.98637735483583,2.5041231483143607,1,1,1,1,0,0,CRUISE,0,0,0
baseline,91.0,veh_07,50,0.01,12.333265053914499,48.078389493352354,4.700123851180431,1,1,1,1,0,0,CRUISE,0,0,0
baseline,91.5,veh_07,50,0.01,8.865224896133245,51.041716787684294,6.977381491230737,0,1,1,1,0,0,ESTOP,0,0,0
baseline,92.0,veh_07,50,0.01,15.488707717632419,48.2778988102871,2.526829186128448,1,1,1,1,0,0,CRUISE,0,0,0
baseline,92.5,veh_07,50,0.01,11.558534084349418,48.461787773478065,1.6554716480553253,1,1,0,1,0,0,CRUISE,0,0,0
baseline,93.0,veh_07,50,0.01,12.09284426480349,49.69295636923391,2.11323916599202,1,1,1,1,0,0,CRUISE,0,0,0
baseline,93.5,veh_07,50,0.01,7.48478437723859,48.22266846986527,4.582877933548905,1,1,1,1,0,0,CRUISE,0,0,0
baseline,94.0,veh_07,50,0.01,15.050492667038554,49.552772861937974,6.6194383009901365,1,1,1,0,0,0,YIELD,0,0,0
baseline,94.5,veh_07,50,0.01,13.881984360821427,49.05077781068017,6.557993549346414,1,1,1,1,0,0,CRUISE,0,0,0
baseline,95.0,veh_07,50,0.01,13.67084364702151,46.72888970650648,5.267358883932563,0,1,1,1,0,0,ESTOP,0,0,0
baseline,95.5,veh_07,50,0.01,9.560931443493534,48.56504506177569,5.318944788519149,1,1,1,1,0,0,CRUISE,0,0,0
baseline,96.0,veh_07,50,0.01,9.67908046518561,49.24864545405741,4.696835352230726,1,1,1,1,0,0,CRUISE,0,0,0
baseline,96.5,veh_07,50,0.01,12.670798363337717,45.776514175352254,5.087649593049115,1,1,1,1,1,0,YIELD,0,0,0
